sample_name	birth_timestamp	cage	cage_timestamp	cohort	collection_timestamp	death_timestamp	demux_index	description	diseased	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	facility	father_subject_id	genotype	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	latitude	location_stool_in_pbs	longitude	mother_subject_id	mouse_identification	mouse_number	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	sex	start_cohousing_timestamp	stool_dna_concentration	stool_dna_concentration_units	taxon_id	timepoint_title	title	tube_number	weight_stool	weight_stool_pbs	weight_stool_pbs_units	weight_stool_units
11758.V442.nr26.tp01	2017-01-24	5	2017-03-16	cohousing	2017-04-27	not collected	31	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	Pax5+/-	Spain:Salamanca	93	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V442	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 26	-5.66388	WT	8N	26	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	0.093	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	26	105.9	0.142	grams	grams
11758.V442.nr26.tp10	2017-01-24	5	2017-03-16	cohousing	2018-01-26	not collected	24	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	Pax5+/-	Spain:Salamanca	367	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V442	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 24	-5.66388	WT	8N	26	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	105.8	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.157	0.109	grams	grams
11758.V443.nr27.tp01	2017-01-24	5	2017-03-16	cohousing	2017-04-27	not collected	30	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	Pax5+/-	Spain:Salamanca	93	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V443	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 27	-5.66388	WT	SMN	27	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	0.187	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	27	168.4	0.17	grams	grams
11758.V443.nr27.tp10	2017-01-24	5	2017-03-16	cohousing	2018-01-26	not collected	25	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	Pax5+/-	Spain:Salamanca	367	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V443	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 25	-5.66388	WT	SMN	27	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	148.6	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.142	0.18	grams	grams
11758.V493.nr28.tp01	2017-02-02	5	2017-03-16	cohousing	2017-04-27	not collected	29	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I539	Pax5+/-	Spain:Salamanca	84	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V493	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 28	-5.66388	I525	2	28	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	0.149	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	28	96.4	0.099	grams	grams
11758.V493.nr28.tp10	2017-02-02	5	2017-03-16	cohousing	2018-01-26	not collected	26	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I539	Pax5+/-	Spain:Salamanca	358	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V493	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 26	-5.66388	I525	2	28	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	101.4	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.183	0.297	grams	grams
11758.V545.nr29.tp01	2017-02-14	5	2017-03-16	cohousing	2017-04-27	not collected	28	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I110	Pax5+/-	Spain:Salamanca	72	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V545	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 29	-5.66388	I543	SMN	29	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	0.162	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	29	216.4	0.055	grams	grams
11758.V545.nr29.tp10	2017-02-14	5	2017-03-16	cohousing	2018-01-26	not collected	27	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I110	Pax5+/-	Spain:Salamanca	346	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V545	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 27	-5.66388	I543	SMN	29	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	119.1	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.213	0.211	grams	grams
11758.V551.nr30.tp01	2017-02-18	5	2017-03-16	cohousing	2017-04-27	not collected	27	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I842	Pax5+/-	Spain:Salamanca	68	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V551	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 30	-5.66388	I931	SM	30	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	0.203	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	30	227.9	0.103	grams	grams
11758.V551.nr30.tp10	2017-02-18	5	2017-03-16	cohousing	2018-01-26	not collected	28	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I842	Pax5+/-	Spain:Salamanca	342	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V551	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 28	-5.66388	I931	SM	30	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	107.1	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.153	0.214	grams	grams
11758.V592.nr37.tp01	2017-03-03	7	2017-05-01	cohousing	2017-06-06	not collected	36	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	WT	Pax5+/-	Spain:Salamanca	95	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V592	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 37	-5.66388	V053	1N	37	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-05-01 00:00:00	154.2	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	37	0.084	0.11	grams	grams
11758.V592.nr37.tp10	2017-03-03	7	2017-05-01	cohousing	2018-02-26	not collected	35	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	WT	Pax5+/-	Spain:Salamanca	360	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V592	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 35	-5.66388	V053	1N	37	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-05-01 00:00:00	368.6	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.231	0.06	grams	grams
11758.V617.nr43.tp01	2017-03-05	8	2017-04-21	cohousing	2017-05-23	not collected	46	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	79	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V617	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 43	-5.66388	not provided	1	43	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-04-21 00:00:00	116.7	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	43	0.075	0.068	grams	grams
11758.V617.nr43.tp10	2017-03-05	8	2017-04-21	cohousing	2018-02-26	not collected	40	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	358	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V617	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 40	-5.66388	not provided	1	43	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-04-21 00:00:00	129.4	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.078	0.197	grams	grams
11758.V618.nr44.tp01	2017-03-05	8	2017-04-21	cohousing	2017-05-23	not collected	45	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	79	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V618	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 44	-5.66388	not provided	2	44	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-04-21 00:00:00	114.4	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	44	0.107	0.037	grams	grams
11758.V618.nr44.tp10	2017-03-05	8	2017-04-21	cohousing	2018-02-26	not collected	41	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	358	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V618	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 41	-5.66388	not provided	2	44	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-04-21 00:00:00	219.2	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.231	0.15	grams	grams
11758.V620.nr45.tp01	2017-03-05	8	2017-04-21	cohousing	2017-05-23	not collected	44	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	79	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V620	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 45	-5.66388	not provided	1N	45	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-04-21 00:00:00	159	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	45	0.089	0.08	grams	grams
11758.V620.nr45.tp10	2017-03-05	8	2017-04-21	cohousing	2018-02-26	not collected	42	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	358	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V620	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 42	-5.66388	not provided	1N	45	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-04-21 00:00:00	246.6	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.166	0.136	grams	grams
11758.V621.nr46.tp01	2017-03-05	8	2017-04-21	cohousing	2017-05-23	not collected	43	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	79	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V621	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 46	-5.66388	not provided	2N	46	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-04-21 00:00:00	168.9	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	46	0.095	0.074	grams	grams
11758.V621.nr46.tp10	2017-03-05	8	2017-04-21	cohousing	2018-02-26	not collected	43	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	358	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V621	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 43	-5.66388	not provided	2N	46	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-04-21 00:00:00	136	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.077	0.156	grams	grams
11758.V622.nr47.tp01	2017-03-05	8	2017-04-21	cohousing	2017-05-23	not collected	42	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	79	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V622	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 47	-5.66388	not provided	3N	47	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-04-21 00:00:00	87.9	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	47	0.123	0.036	grams	grams
11758.V622.nr47.tp10	2017-03-05	8	2017-04-21	cohousing	2018-02-26	not collected	44	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	358	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V622	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 44	-5.66388	not provided	3N	47	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-04-21 00:00:00	92.6	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.137	0.127	grams	grams
11758.V623.nr48.tp01	2017-03-05	8	2017-04-21	cohousing	2017-05-23	not collected	41	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	79	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V623	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 48	-5.66388	not provided	SMN	48	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-04-21 00:00:00	85.6	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	48	0.1	0.045	grams	grams
11758.V623.nr48.tp10	2017-03-05	8	2017-04-21	cohousing	2018-02-26	not collected	45	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	358	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V623	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 45	-5.66388	not provided	SMN	48	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-04-21 00:00:00	90.4	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.128	0.092	grams	grams
11758.V678.nr38.tp01	2017-03-13	7	2017-05-01	cohousing	2017-06-06	2018-02-26	35	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	I842	Pax5+/-	Spain:Salamanca	85	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V678	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 38	-5.66388	I931	1N	38	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-05-01 00:00:00	104.9	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	38	0.217	0.198	grams	grams
11758.V678.nr38.tp10	2017-03-13	7	2017-05-01	cohousing	not collected	2018-02-26	not provided	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	I842	Pax5+/-	Spain:Salamanca	not applicable	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V678	10090	not collected	grams	40.96882	not provided	-5.66388	I931	1N	38	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-05-01 00:00:00		ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	not provided	not provided	grams	grams
11758.V679.nr39.tp01	2017-03-13	7	2017-05-01	cohousing	2017-06-06	not collected	34	do antibiotics treaded PAX5+/- mice develop leukemia faster	pB-ALL	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	I842	Pax5+/-	Spain:Salamanca	85	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V679	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 38	-5.66388	I931	SMN	39	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-05-01 00:00:00	182.4	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	39	0.104	0.12	grams	grams
11758.V679.nr39.tp10	2017-03-13	7	2017-05-01	cohousing	2018-02-26	not collected	36	do antibiotics treaded PAX5+/- mice develop leukemia faster	pB-ALL	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	I842	Pax5+/-	Spain:Salamanca	350	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V679	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 36	-5.66388	I931	SMN	39	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-05-01 00:00:00	108.9	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.113	0.121	grams	grams
11758.V710.nr40.tp01	2017-03-26	7	2017-05-01	cohousing	2017-06-06	not collected	33	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	WT	Pax5+/-	Spain:Salamanca	72	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V710	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 39	-5.66388	V053	SM	40	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-05-01 00:00:00	150.3	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	40	0.127	0.067	grams	grams
