sample_name	antibiotics_treatment_end_timestamp	antibiotics_treatment_start_timestamp	birth_timestamp	bis	cage	cage_timestamp	cohort	collection_timestamp	date_of_shipment	death_timestamp	demux_index	description	diseased	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	exposure_to_infections	facility	facs_peripheralblood_bcells	facs_timestamp	genotype	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_line	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	latitude	location_stool_in_pbs	longitude	mouse_dead	mouse_identification	mouse_number	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	sex	stool_dna_concentration	stool_dna_concentration_units	stool_dna_location	taxon_id	timepoint_title	timepoint_weeks	weight_stool	weight_stool_pbs	weight_stool_pbs_units	weight_stool_units
11953.L380.tp28	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2016-11-29	ABX	2016-11-29	2017-01-16	2017-04-18	not provided	fecal sample L380	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	11.1	2016-11-25	Pax5+/-	Spain:Salamanca	302	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L380	10090	not collected	grams	40.96882	Box2: Rack 5 5D - 41	-5.66388	no	not provided	8	Germany	TRUE	11953	feces	mouse gut metagenome	female	132.9	ng/ul	Box2 - 32	410661	5 months after treatment	28	1126	0.193	grams	grams
11953.L380.tp36	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2017-01-25	ABX	2017-01-25	2018-05-07	2017-04-18	not provided	fecal sample L380	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	9.58	2017-01-17	Pax5+/-	Spain:Salamanca	359	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L380	10090	not collected	grams	40.96882	Box3: Rack 5 5D - 2	-5.66388	no	not provided	8	Germany	TRUE	11953	feces	mouse gut metagenome	female	168.4	ng/ul	Box3 - 2	410661	7 months after treatment	36	0.089	0.097	grams	grams
11953.L380.tp4	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2016-05-18	ABX	2016-05-18	2017-01-16	2017-04-18	not provided	fecal sample L380	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	not provided	not provided	Pax5+/-	Spain:Salamanca	107	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L380	10090	not collected	grams	40.96882	Box1: Rack 2 5C - 26	-5.66388	no	not provided	8	Germany	TRUE	11953	feces	mouse gut metagenome	female	85	ng/ul	Box1 - 32	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.256	0.285	grams	grams
11953.L380.tp40	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2017-03-23	ABX	2017-03-23	2018-05-07	2017-04-18	not provided	fecal sample L380	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	11.7	2017-03-22	Pax5+/-	Spain:Salamanca	416	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L380	10090	not collected	grams	40.96882	Box3: Rack 5 5D - 22	-5.66388	no	not provided	8	Germany	TRUE	11953	feces	mouse gut metagenome	female	300	ng/ul	Box3 - 21	410661	8 months after treatment	40	0.195	0.12	grams	grams
11953.L380.tp44	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	not provided	ABX	not provided	not provided	2017-04-18	not provided	fecal sample L380	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	not provided	not provided	Pax5+/-	Spain:Salamanca	not provided	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L380	10090	not collected	grams	40.96882	not provided	-5.66388	yes	not provided	8	Germany	TRUE	11953	feces	mouse gut metagenome	female	not provided	ng/ul	not provided	410661	9 months after treatment	44	not provided	not provided	grams	grams
11953.L380.tp52	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	not provided	ABX	not provided	not provided	2017-04-18	not provided	fecal sample L380	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	not provided	not provided	Pax5+/-	Spain:Salamanca	not provided	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L380	10090	not collected	grams	40.96882	not provided	-5.66388	yes	not provided	8	Germany	TRUE	11953	feces	mouse gut metagenome	female	not provided	ng/ul	not provided	410661	11 months after treatment	52	not provided	not provided	grams	grams
11953.L380.tp60	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	not provided	ABX	not provided	not provided	2017-04-18	not provided	fecal sample L380	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	not provided	not provided	Pax5+/-	Spain:Salamanca	not provided	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L380	10090	not collected	grams	40.96882	not provided	-5.66388	yes	not provided	8	Germany	TRUE	11953	feces	mouse gut metagenome	female	not provided	ng/ul	not provided	410661	13 months after treatment	60	not provided	not provided	grams	grams
11953.L380.tp68	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	not provided	ABX	not provided	not provided	2017-04-18	not provided	fecal sample L380	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	not provided	not provided	Pax5+/-	Spain:Salamanca	not provided	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L380	10090	not collected	grams	40.96882	not provided	-5.66388	yes	not provided	8	Germany	TRUE	11953	feces	mouse gut metagenome	female	not provided	ng/ul	not provided	410661	15 months after treatment	68	not provided	not provided	grams	grams
11953.L380.tp8	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2016-06-15	ABX	2016-06-15	2017-01-16	2017-04-18	not provided	fecal sample L380	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	not provided	not provided	Pax5+/-	Spain:Salamanca	135	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L380	10090	not collected	grams	40.96882	Box1: Rack 2 5C - 38	-5.66388	no	not provided	8	Germany	TRUE	11953	feces	mouse gut metagenome	female	0	ng/ul	Box1 - 44	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.238	0.224	grams	grams
11953.L381.tp0	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2016-04-20	ABX	2016-04-20	2017-01-16	2017-04-25	not provided	fecal sample L381	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	79	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L381	10090	not collected	grams	40.96882	Box1: Rack 2 5C - 15	-5.66388	no	not provided	9	Germany	TRUE	11953	feces	mouse gut metagenome	female	129.1	ng/ul	Box1 - 21	410661	Before Antibiotic treatment	0	0.144	0.095	grams	grams
11953.L381.tp12	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2016-07-19	ABX	2016-07-19	2017-01-16	2017-04-25	not provided	fecal sample L381	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	7.61	2016-07-19	Pax5+/-	Spain:Salamanca	169	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L381	10090	not collected	grams	40.96882	Box1: Rack 2 5C - 62	-5.66388	no	not provided	9	Germany	TRUE	11953	feces	mouse gut metagenome	female	149.9	ng/ul	Box1 - 68	410661	1 month after treatment	12	0.101	0.209	grams	grams
11953.L381.tp20	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2016-09-14	ABX	2016-09-14	2017-01-16	2017-04-25	not provided	fecal sample L381	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	14	2016-09-21	Pax5+/-	Spain:Salamanca	226	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L381	10090	not collected	grams	40.96882	Box2: Rack 5 5D - 13	-5.66388	no	not provided	9	Germany	TRUE	11953	feces	mouse gut metagenome	female	111.2	ng/ul	Box1 - 100	410661	3 months after treatment	20	0.086	0.1	grams	grams
11953.L381.tp28	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2016-11-29	ABX	2016-11-29	2017-01-16	2017-04-25	not provided	fecal sample L381	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	21.9	2016-11-25	Pax5+/-	Spain:Salamanca	302	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L381	10090	not collected	grams	40.96882	Box2: Rack 5 5D - 42	-5.66388	no	not provided	9	Germany	TRUE	11953	feces	mouse gut metagenome	female	47.3	ng/ul	Box2 - 33	410661	5 months after treatment	28	0.12	0.144	grams	grams
11953.L381.tp36	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2017-01-25	ABX	2017-01-25	2018-05-07	2017-04-25	not provided	fecal sample L381	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	20.7	2017-01-17	Pax5+/-	Spain:Salamanca	359	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L381	10090	not collected	grams	40.96882	Box3: Rack 5 5D - 3	-5.66388	no	not provided	9	Germany	TRUE	11953	feces	mouse gut metagenome	female	92.5	ng/ul	Box3 - 3	410661	7 months after treatment	36	0.128	0.143	grams	grams
11953.L381.tp4	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2016-05-18	ABX	2016-05-18	2017-01-16	2017-04-25	not provided	fecal sample L381	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	not provided	not provided	Pax5+/-	Spain:Salamanca	107	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L381	10090	not collected	grams	40.96882	Box1: Rack 2 5C - 27	-5.66388	no	not provided	9	Germany	TRUE	11953	feces	mouse gut metagenome	female	19.9	ng/ul	Box1 - 33	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.154	0.261	grams	grams
11953.L381.tp40	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2017-03-23	ABX	2017-03-23	2018-05-07	2017-04-25	not provided	fecal sample L381	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	17.3	2017-03-22	Pax5+/-	Spain:Salamanca	416	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L381	10090	not collected	grams	40.96882	Box3: Rack 5 5D - 23	-5.66388	no	not provided	9	Germany	TRUE	11953	feces	mouse gut metagenome	female	182.9	ng/ul	Box3 - 22	410661	8 months after treatment	40	0.174	0.148	grams	grams
11953.L381.tp44	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	not provided	ABX	not provided	not provided	2017-04-25	not provided	fecal sample L381	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	not provided	not provided	Pax5+/-	Spain:Salamanca	not provided	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L381	10090	not collected	grams	40.96882	not provided	-5.66388	yes	not provided	9	Germany	TRUE	11953	feces	mouse gut metagenome	female	not provided	ng/ul	not provided	410661	9 months after treatment	44	not provided	not provided	grams	grams
11953.L381.tp52	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	not provided	ABX	not provided	not provided	2017-04-25	not provided	fecal sample L381	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	not provided	not provided	Pax5+/-	Spain:Salamanca	not provided	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L381	10090	not collected	grams	40.96882	not provided	-5.66388	yes	not provided	9	Germany	TRUE	11953	feces	mouse gut metagenome	female	not provided	ng/ul	not provided	410661	11 months after treatment	52	not provided	not provided	grams	grams
11953.L381.tp60	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	not provided	ABX	not provided	not provided	2017-04-25	not provided	fecal sample L381	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	not provided	not provided	Pax5+/-	Spain:Salamanca	not provided	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L381	10090	not collected	grams	40.96882	not provided	-5.66388	yes	not provided	9	Germany	TRUE	11953	feces	mouse gut metagenome	female	not provided	ng/ul	not provided	410661	13 months after treatment	60	not provided	not provided	grams	grams
11953.L381.tp68	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	not provided	ABX	not provided	not provided	2017-04-25	not provided	fecal sample L381	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	not provided	not provided	Pax5+/-	Spain:Salamanca	not provided	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L381	10090	not collected	grams	40.96882	not provided	-5.66388	no	not provided	9	Germany	TRUE	11953	feces	mouse gut metagenome	female	not provided	ng/ul	not provided	410661	15 months after treatment	68	not provided	not provided	grams	grams
11953.L381.tp8	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2016-06-15	ABX	2016-06-15	2017-01-16	2017-04-25	not provided	fecal sample L381	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	not provided	not provided	Pax5+/-	Spain:Salamanca	135	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L381	10090	not collected	grams	40.96882	Box1: Rack 2 5C - 39	-5.66388	no	not provided	9	Germany	TRUE	11953	feces	mouse gut metagenome	female	0	ng/ul	Box1 - 45	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.235	0.197	grams	grams
11953.L382.tp0	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2016-04-20	ABX	2016-04-20	2017-01-16	2017-12-08	not provided	fecal sample L382	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	79	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L382	10090	not collected	grams	40.96882	Box1: Rack 2 5C - 16	-5.66388	no	not provided	10	Germany	TRUE	11953	feces	mouse gut metagenome	female	88.5	ng/ul	Box1 - 22	410661	Before Antibiotic treatment	0	0.177	0.147	grams	grams
11953.L382.tp12	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2016-07-19	ABX	2016-07-19	2017-01-16	2017-12-08	not provided	fecal sample L382	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	8.59	2016-07-19	Pax5+/-	Spain:Salamanca	169	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L382	10090	not collected	grams	40.96882	Box1: Rack 2 5C - 63	-5.66388	no	not provided	10	Germany	TRUE	11953	feces	mouse gut metagenome	female	161	ng/ul	Box1 - 69	410661	1 month after treatment	12	0.28	0.252	grams	grams
11953.L382.tp20	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2016-09-14	ABX	2016-09-14	2017-01-16	2017-12-08	not provided	fecal sample L382	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	14.6	2016-09-21	Pax5+/-	Spain:Salamanca	226	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L382	10090	not collected	grams	40.96882	Box2: Rack 5 5D - 14	-5.66388	no	not provided	10	Germany	TRUE	11953	feces	mouse gut metagenome	female	92.1	ng/ul	Box2 - 1	410661	3 months after treatment	20	0.159	0.11	grams	grams
11953.L382.tp28	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2016-11-29	ABX	2016-11-29	2017-01-16	2017-12-08	not provided	fecal sample L382	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	21	2016-11-25	Pax5+/-	Spain:Salamanca	302	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L382	10090	not collected	grams	40.96882	Box2: Rack 5 5D - 43	-5.66388	no	not provided	10	Germany	TRUE	11953	feces	mouse gut metagenome	female	150.2	ng/ul	Box2 - 34	410661	5 months after treatment	28	0.15	0.185	grams	grams
11953.L382.tp36	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2017-01-25	ABX	2017-01-25	2018-05-07	2017-12-08	not provided	fecal sample L382	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	19.1	2017-01-17	Pax5+/-	Spain:Salamanca	359	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L382	10090	not collected	grams	40.96882	Box3: Rack 5 5D - 4	-5.66388	no	not provided	10	Germany	TRUE	11953	feces	mouse gut metagenome	female	93.2	ng/ul	Box3 - 4	410661	7 months after treatment	36	0.134	0.125	grams	grams
11953.L382.tp4	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2016-05-18	ABX	2016-05-18	2017-01-16	2017-12-08	not provided	fecal sample L382	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	not provided	not provided	Pax5+/-	Spain:Salamanca	107	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L382	10090	not collected	grams	40.96882	Box1: Rack 2 5C - 28	-5.66388	no	not provided	10	Germany	TRUE	11953	feces	mouse gut metagenome	female	23.4	ng/ul	Box1 - 34	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.214	0.255	grams	grams
11953.L382.tp40	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2017-03-23	ABX	2017-03-23	2018-05-07	2017-12-08	not provided	fecal sample L382	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	22.6	2017-03-22	Pax5+/-	Spain:Salamanca	416	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L382	10090	not collected	grams	40.96882	Box3: Rack 5 5D - 24	-5.66388	no	not provided	10	Germany	TRUE	11953	feces	mouse gut metagenome	female	98.9	ng/ul	Box3 - 23	410661	8 months after treatment	40	0.163	0.153	grams	grams
11953.L382.tp44	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2017-05-23	ABX	2017-05-23	2018-05-07	2017-12-08	not provided	fecal sample L382	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	26.8	2017-05-23	Pax5+/-	Spain:Salamanca	477	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L382	10090	not collected	grams	40.96882	Box3: Rack 5 5D - 38	-5.66388	no	not provided	10	Germany	TRUE	11953	feces	mouse gut metagenome	female	164.4	ng/ul	Box3 - 37	410661	9 months after treatment	44	0.118	0.227	grams	grams
11953.L382.tp52	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2017-07-25	ABX	2017-07-25	2018-05-07	2017-12-08	not provided	fecal sample L382	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	21.6	2017-07-19	Pax5+/-	Spain:Salamanca	540	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L382	10090	not collected	grams	40.96882	Box3: Rack 5 5D - 52	-5.66388	no	not provided	10	Germany	TRUE	11953	feces	mouse gut metagenome	female	95.5	ng/ul	Box3 - 51	410661	11 months after treatment	52	0.181	0.14	grams	grams
11953.L382.tp60	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2017-09-25	ABX	2017-09-25	2018-05-07	2017-12-08	not provided	fecal sample L382	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	19.3	2017-09-20	Pax5+/-	Spain:Salamanca	602	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L382	10090	not collected	grams	40.96882	Box3: Rack 5 5D - 63	-5.66388	no	not provided	10	Germany	TRUE	11953	feces	mouse gut metagenome	female	47	ng/ul	Box3 - 62	410661	13 months after treatment	60	0.146	0.143	grams	grams
11953.L382.tp68	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2017-11-22	ABX	2017-11-22	2018-05-07	2017-12-08	not provided	fecal sample L382	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	12.4	2017-11-28	Pax5+/-	Spain:Salamanca	660	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L382	10090	not collected	grams	40.96882	Box3: Rack 5 5D - 72	-5.66388	no	not provided	10	Germany	TRUE	11953	feces	mouse gut metagenome	female	84.8	ng/ul	Box3 - 71	410661	15 months after treatment	68	0.13	0.118	grams	grams
11953.L382.tp8	2016-06-15	2016-04-20	2016-02-01	FALSE	#fac090.orange	2016-06-15	ABX	2016-06-15	2017-01-16	2017-12-08	not provided	fecal sample L382	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	not provided	not provided	Pax5+/-	Spain:Salamanca	135	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L382	10090	not collected	grams	40.96882	Box1: Rack 2 5C - 40	-5.66388	no	not provided	10	Germany	TRUE	11953	feces	mouse gut metagenome	female	39.9	ng/ul	Box1 - 46	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.278	0.257	grams	grams
11953.L452.tp0	2016-06-15	2016-04-20	2016-02-11	FALSE	#fac090.orange	2016-04-20	ABX	2016-04-20	2017-01-16	2017-02-14	not provided	fecal sample L452	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	69	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L452	10090	not collected	grams	40.96882	Box1: Rack 2 5C - 17	-5.66388	no	not provided	11	Germany	TRUE	11953	feces	mouse gut metagenome	female	139.4	ng/ul	Box1 - 23	410661	Before Antibiotic treatment	0	0.141	0.147	grams	grams
11953.L452.tp12	2016-06-15	2016-04-20	2016-02-11	FALSE	#fac090.orange	2016-07-19	ABX	2016-07-19	2017-01-16	2017-02-14	not provided	fecal sample L452	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	16.6	2016-07-19	Pax5+/-	Spain:Salamanca	159	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L452	10090	not collected	grams	40.96882	Box1: Rack 2 5C - 64	-5.66388	no	not provided	11	Germany	TRUE	11953	feces	mouse gut metagenome	female	89.2	ng/ul	Box1 - 70	410661	1 month after treatment	12	0.155	0.125	grams	grams
11953.L452.tp20	2016-06-15	2016-04-20	2016-02-11	FALSE	#fac090.orange	2016-09-14	ABX	2016-09-14	2017-01-16	2017-02-14	not provided	fecal sample L452	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	18.2	2016-09-21	Pax5+/-	Spain:Salamanca	216	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L452	10090	not collected	grams	40.96882	Box2: Rack 5 5D - 15	-5.66388	no	not provided	11	Germany	TRUE	11953	feces	mouse gut metagenome	female	218.7	ng/ul	Box2 - 2	410661	3 months after treatment	20	0.164	0.211	grams	grams
11953.L452.tp28	2016-06-15	2016-04-20	2016-02-11	FALSE	#fac090.orange	2016-11-29	ABX	2016-11-29	2017-01-16	2017-02-14	not provided	fecal sample L452	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	13.9	2016-11-25	Pax5+/-	Spain:Salamanca	292	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L452	10090	not collected	grams	40.96882	Box2: Rack 5 5D - 44	-5.66388	no	not provided	11	Germany	TRUE	11953	feces	mouse gut metagenome	female	218.2	ng/ul	Box2 - 35	410661	5 months after treatment	28	0.1	0.211	grams	grams
11953.L452.tp36	2016-06-15	2016-04-20	2016-02-11	FALSE	#fac090.orange	2017-01-25	ABX	2017-01-25	2018-05-07	2017-02-14	not provided	fecal sample L452	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	20.9	2017-01-17	Pax5+/-	Spain:Salamanca	349	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L452	10090	not collected	grams	40.96882	Box3: Rack 5 5D - 5	-5.66388	no	not provided	11	Germany	TRUE	11953	feces	mouse gut metagenome	female	117.6	ng/ul	Box3 - 5	410661	7 months after treatment	36	0.136	0.214	grams	grams
11953.L452.tp4	2016-06-15	2016-04-20	2016-02-11	FALSE	#fac090.orange	2016-05-18	ABX	2016-05-18	2017-01-16	2017-02-14	not provided	fecal sample L452	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2016-06-15	CF	not provided	not provided	Pax5+/-	Spain:Salamanca	97	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	L452	10090	not collected	grams	40.96882	Box1: Rack 2 5C - 29	-5.66388	no	not provided	11	Germany	TRUE	11953	feces	mouse gut metagenome	female	89.38	ng/ul	Box1 - 35	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.31	0.317	grams	grams
